clube,imagem,caminho_local,tamanho_original_kb,tamanho_comprimido_kb
PORTUGAL,31b122ec.jpg,imagens\PORTUGAL\31b122ec.jpg,251.8,223.6
PORTUGAL,39dc0bd6.jpg,imagens\PORTUGAL\39dc0bd6.jpg,4260.2,161.4
PORTUGAL,d2aace5f.jpg,imagens\PORTUGAL\d2aace5f.jpg,4173.3,161.2
PORTUGAL,8a4088d7.jpg,imagens\PORTUGAL\8a4088d7.jpg,4903.2,176.6
PORTUGAL,120c0cec.jpg,imagens\PORTUGAL\120c0cec.jpg,3818.4,127.4
PORTUGAL,3ff779d6.jpg,imagens\PORTUGAL\3ff779d6.jpg,2534.4,176.2
PORTUGAL,647fc7c0.jpg,imagens\PORTUGAL\647fc7c0.jpg,3957.6,133.9
PORTUGAL,48aa0934.jpg,imagens\PORTUGAL\48aa0934.jpg,1909.7,176.2
PORTUGAL,f6e1374d.jpg,imagens\PORTUGAL\f6e1374d.jpg,5045.1,192
PORTUGAL,471b71c4.jpg,imagens\PORTUGAL\471b71c4.jpg,2644.6,330.9
PORTUGAL,79da5411.jpg,imagens\PORTUGAL\79da5411.jpg,5091.9,202.9
PORTUGAL,b7ec93f8.jpg,imagens\PORTUGAL\b7ec93f8.jpg,4881.2,185.5
PORTUGAL,0e242f90.jpg,imagens\PORTUGAL\0e242f90.jpg,4376.4,159.5
PORTUGAL,ca99f7eb.jpg,imagens\PORTUGAL\ca99f7eb.jpg,4337.3,156.4
PORTUGAL,c5ee74c2.jpg,imagens\PORTUGAL\c5ee74c2.jpg,2567.6,194.2
PORTUGAL,290707fb.jpg,ERRO,0,0
PORTUGAL,c865d498.jpg,imagens\PORTUGAL\c865d498.jpg,4182.6,120.9
PORTUGAL,3e3a4582.jpg,imagens\PORTUGAL\3e3a4582.jpg,2915.4,196.5
PORTUGAL,58606333.jpg,imagens\PORTUGAL\58606333.jpg,1835.8,180.7
PORTUGAL,6ee4bead.jpg,imagens\PORTUGAL\6ee4bead.jpg,5723.4,163.5
PORTUGAL,4ea22cc1.jpg,imagens\PORTUGAL\4ea22cc1.jpg,4780.4,182.1
PORTUGAL,c77eb04f.jpg,imagens\PORTUGAL\c77eb04f.jpg,2875.6,200.8
PORTUGAL,b6f2fec8.jpg,imagens\PORTUGAL\b6f2fec8.jpg,6789.1,216.5
PORTUGAL,7a0c512c.jpg,imagens\PORTUGAL\7a0c512c.jpg,6138.2,252.4
PORTUGAL,a6dea2dd.jpg,imagens\PORTUGAL\a6dea2dd.jpg,3720.5,127.3
PORTUGAL,73c897df.jpg,imagens\PORTUGAL\73c897df.jpg,4872.3,183.6
PORTUGAL,a31f0e76.jpg,imagens\PORTUGAL\a31f0e76.jpg,4349.8,161.6
PORTUGAL,889f9613.jpg,imagens\PORTUGAL\889f9613.jpg,5390.2,273.7
PORTUGAL,5eac6e08.jpg,imagens\PORTUGAL\5eac6e08.jpg,4394.1,156.9
PORTUGAL,eb004dac.jpg,imagens\PORTUGAL\eb004dac.jpg,2511.5,180.4
PORTUGAL,b662b6f4.jpg,imagens\PORTUGAL\b662b6f4.jpg,5480.2,254.2
PORTUGAL,f72ef192.jpg,imagens\PORTUGAL\f72ef192.jpg,4632.2,166.3
PORTUGAL,ced27753.jpg,imagens\PORTUGAL\ced27753.jpg,3752.8,133.3
PORTUGAL,ce5c826a.jpg,imagens\PORTUGAL\ce5c826a.jpg,3950.5,160.3
PORTUGAL,86980c1f.jpg,imagens\PORTUGAL\86980c1f.jpg,4013.5,120.3
PORTUGAL,08b2302a.jpg,imagens\PORTUGAL\08b2302a.jpg,2615.5,181.9
PORTUGAL,a50cdd8f.jpg,imagens\PORTUGAL\a50cdd8f.jpg,5814.6,217.8
PORTUGAL,aed42e8e.jpg,imagens\PORTUGAL\aed42e8e.jpg,5621.6,279.6
PORTUGAL,1ef805b6.jpg,imagens\PORTUGAL\1ef805b6.jpg,5845.8,189.1
PORTUGAL,c3da61e0.jpg,imagens\PORTUGAL\c3da61e0.jpg,3985.1,139.6
PORTUGAL,9a13240f.jpg,imagens\PORTUGAL\9a13240f.jpg,6054.5,194.7
PORTUGAL,752bfbdb.jpg,imagens\PORTUGAL\752bfbdb.jpg,5219.6,220.1
PSG..,4e05bb0d.jpg,ERRO,0,0
PSG..,3b10f020.jpeg,ERRO,0,0
PSG..,9f162a07.jpg,ERRO,0,0
PSG..,d78ffd6b.jpeg,ERRO,0,0
PSG..,566306f0.jpeg,ERRO,0,0
PSG..,e4a1572e.jpg,ERRO,0,0
PSG..,d736a0af.jpg,ERRO,0,0
PSG..,2c8e8990.jpeg,ERRO,0,0
PSG..,84585f7c.jpg,ERRO,0,0
PSG..,ffaf19a7.jpeg,ERRO,0,0
PSG..,bc2b15d8.jpeg,ERRO,0,0
PSG..,6fbfbd9c.jpg,ERRO,0,0
PSG..,f0ad561e.jpg,ERRO,0,0
PSG..,e789c166.jpg,ERRO,0,0
PSG..,cddadefb.jpeg,ERRO,0,0
PSG..,7070aae8.jpg,ERRO,0,0
PSG..,a0b65b6a.jpg,ERRO,0,0
PSG..,36777a43.jpg,ERRO,0,0
PSG..,e388af02.jpg,ERRO,0,0
PSG..,9257602e.jpg,ERRO,0,0
PSG..,40245294.jpg,ERRO,0,0
PSG..,5da2afe6.jpg,ERRO,0,0
PSG..,10c03305.jpg,ERRO,0,0
PSG..,b7ebd67e.jpg,ERRO,0,0
PSG..,a46715ae.jpg,ERRO,0,0
PSG..,00111c61.jpg,ERRO,0,0
PSG..,32be2678.jpg,ERRO,0,0
PSG..,e085ffda.jpg,ERRO,0,0
PSV,6c53988f.jpg,imagens\PSV\6c53988f.jpg,271.7,274.4
PSV,fc3df0b9.jpg,imagens\PSV\fc3df0b9.jpg,293.3,296.6
PSV,d9ac6dc1.jpg,imagens\PSV\d9ac6dc1.jpg,178.6,177.6
PSV,b8e55154.jpg,imagens\PSV\b8e55154.jpg,271.6,275.1
PSV,fbf3546c.jpg,imagens\PSV\fbf3546c.jpg,190.4,189.2
PSV,732a2406.jpg,imagens\PSV\732a2406.jpg,303.6,306.8
RACING CLUB LENS,96b8a17a.jpg,imagens\RACING CLUB LENS\96b8a17a.jpg,2887.6,364.7
RACING CLUB LENS,6563d93a.jpg,imagens\RACING CLUB LENS\6563d93a.jpg,1981.2,245.8
RACING CLUB LENS,13c73d89.jpg,imagens\RACING CLUB LENS\13c73d89.jpg,2669.6,325.1
RACING CLUB LENS,664bda33.jpg,imagens\RACING CLUB LENS\664bda33.jpg,2669.1,323.8
RACING CLUB LENS,898f06b6.jpg,imagens\RACING CLUB LENS\898f06b6.jpg,2775,246.6
RACING CLUB LENS,68ea1c34.jpg,imagens\RACING CLUB LENS\68ea1c34.jpg,2632.7,306.3
RACING,f97f4e73.jpg,imagens\RACING\f97f4e73.jpg,280.8,279.3
RACING,537fd5a6.jpg,imagens\RACING\537fd5a6.jpg,437.7,205.4
RACING,6098502b.jpg,imagens\RACING\6098502b.jpg,228.8,224
RACING,d205655e.jpg,imagens\RACING\d205655e.jpg,277.6,283.7
RACING,f1f77ecf.jpg,imagens\RACING\f1f77ecf.jpg,271.9,274.9
RACING,449a072f.jpg,imagens\RACING\449a072f.jpg,465.1,213.9
RACING,b1a8472a.jpg,imagens\RACING\b1a8472a.jpg,281.6,286.4
RACING,bcaec406.jpg,imagens\RACING\bcaec406.jpg,3059.5,252.4
RACING,dd9b0d1d.jpg,imagens\RACING\dd9b0d1d.jpg,295.6,300
RACING,ce06299c.jpg,imagens\RACING\ce06299c.jpg,514.7,245.8
RACING,796ade88.jpg,imagens\RACING\796ade88.jpg,255,248.9
RACING,5c9cbba3.jpg,imagens\RACING\5c9cbba3.jpg,502.9,243.2
RACING,9b1bf3cf.jpg,imagens\RACING\9b1bf3cf.jpg,283.1,288.7
RACING,0f2a8873.jpg,imagens\RACING\0f2a8873.jpg,3210.6,253
RANGERS,5b11a8b4.jpg,imagens\RANGERS\5b11a8b4.jpg,280.5,285.1
RANGERS,4f507052.jpg,imagens\RANGERS\4f507052.jpg,172.2,175.4
RANGERS,4069650d.jpg,imagens\RANGERS\4069650d.jpg,301.2,306.9
RANGERS,e805f3c1.jpg,imagens\RANGERS\e805f3c1.jpg,223.5,220.1
RB BRAGANTINO,0a8bd6c8.jpg,ERRO,0,0
RB BRAGANTINO,665ee9d8.jpg,ERRO,0,0
RB BRAGANTINO,79f3d490.jpg,imagens\RB BRAGANTINO\79f3d490.jpg,4682.1,162.3
RB BRAGANTINO,aebc8fff.jpg,imagens\RB BRAGANTINO\aebc8fff.jpg,3763.3,121.3
RB BRAGANTINO,f6249ac6.jpg,imagens\RB BRAGANTINO\f6249ac6.jpg,5323.6,225.3
RB BRAGANTINO,f010c8cc.jpg,imagens\RB BRAGANTINO\f010c8cc.jpg,4090.2,146.6
RB BRAGANTINO,6f17e882.jpg,imagens\RB BRAGANTINO\6f17e882.jpg,5050.9,214.8
RB BRAGANTINO,62b55d24.jpg,imagens\RB BRAGANTINO\62b55d24.jpg,7068.5,125.1
RB BRAGANTINO,e2036422.jpg,imagens\RB BRAGANTINO\e2036422.jpg,5112.9,201.2
RB BRAGANTINO,62c382f6.jpg,imagens\RB BRAGANTINO\62c382f6.jpg,8544.8,171.4
RB BRAGANTINO,c8ee59e5.jpg,imagens\RB BRAGANTINO\c8ee59e5.jpg,4861.8,277.3
RB BRAGANTINO,eae03cf3.jpg,imagens\RB BRAGANTINO\eae03cf3.jpg,5520.7,266.7
RB BRAGANTINO,d26d045c.jpg,imagens\RB BRAGANTINO\d26d045c.jpg,9687.2,236.5
RB BRAGANTINO,363a7d44.jpg,imagens\RB BRAGANTINO\363a7d44.jpg,5688.2,288.4
RB BRAGANTINO,69f5a9d0.jpg,imagens\RB BRAGANTINO\69f5a9d0.jpg,4928.6,188.6
RB BRAGANTINO,f9e2d008.jpg,imagens\RB BRAGANTINO\f9e2d008.jpg,4418,231.7
RB BRAGANTINO,23782c08.jpg,imagens\RB BRAGANTINO\23782c08.jpg,4749.7,237.3
RB LEIPZIG,6341e691.jpg,imagens\RB LEIPZIG\6341e691.jpg,637.3,217.1
RB LEIPZIG,6218ad96.jpg,imagens\RB LEIPZIG\6218ad96.jpg,207.8,208.9
RB LEIPZIG,983aeb3d.jpg,imagens\RB LEIPZIG\983aeb3d.jpg,325.1,327.4
RB LEIPZIG,0c7085f4.jpg,imagens\RB LEIPZIG\0c7085f4.jpg,277.6,281.2
RB LEIPZIG,c3716052.jpg,imagens\RB LEIPZIG\c3716052.jpg,546.5,208.4
RB LEIPZIG,b1ceaf93.jpg,imagens\RB LEIPZIG\b1ceaf93.jpg,261.1,259.9
RB LEIPZIG,8009c4ec.jpg,imagens\RB LEIPZIG\8009c4ec.jpg,282.9,287.4
RB LEIPZIG,cb9942ab.jpg,imagens\RB LEIPZIG\cb9942ab.jpg,339.6,338.5
REAL BETIS,3249fa76.jpg,imagens\REAL BETIS\3249fa76.jpg,253.7,256.8
REAL BETIS,63ff2c90.jpg,imagens\REAL BETIS\63ff2c90.jpg,272.9,277.1
REAL BETIS,0222c3c7.jpg,imagens\REAL BETIS\0222c3c7.jpg,166.6,166.6
REAL BETIS,be621003.jpg,ERRO,0,0
REAL BETIS,78776614.jpg,imagens\REAL BETIS\78776614.jpg,664.8,259.6
REAL BETIS,d55d8296.jpg,ERRO,0,0
REAL BETIS,3ecb62be.jpg,imagens\REAL BETIS\3ecb62be.jpg,625.7,187.5
REAL BETIS,a65893de.jpg,imagens\REAL BETIS\a65893de.jpg,659.7,258.5
REAL BETIS,bdd58abf.jpg,imagens\REAL BETIS\bdd58abf.jpg,660.2,210.9
REAL BETIS,c5c614c4.jpg,imagens\REAL BETIS\c5c614c4.jpg,376.8,218.1
REAL BETIS,e8cc5ce8.jpg,ERRO,0,0
REAL BETIS,3798bd74.jpg,imagens\REAL BETIS\3798bd74.jpg,379.5,226.2
REAL MADRID,fe76b74a.jpg,imagens\REAL MADRID\fe76b74a.jpg,113.2,109.1
REAL MADRID,2b413f7e.jpg,imagens\REAL MADRID\2b413f7e.jpg,118.3,111.5
REAL MADRID,e108853a.jpg,imagens\REAL MADRID\e108853a.jpg,218.6,165.2
REAL MADRID,33ab9cc1.jpg,imagens\REAL MADRID\33ab9cc1.jpg,262.6,204.7
REAL MADRID,IMG-20260209-WA0020.jpg,imagens\REAL MADRID\IMG-20260209-WA0020.jpg,296,308.5
REAL MADRID,eedac84d.jpg,imagens\REAL MADRID\eedac84d.jpg,120.1,114.5
REAL MADRID,b38d217f.jpg,imagens\REAL MADRID\b38d217f.jpg,131.7,121.2
REAL MADRID,4ef9f51c.jpg,imagens\REAL MADRID\4ef9f51c.jpg,254,201.9
REAL MADRID,IMG-20260209-WA0021.jpg,ERRO,0,0
REAL MADRID,1b12facf.jpg,imagens\REAL MADRID\1b12facf.jpg,174.1,129.2
REAL MADRID,c20ca06b.jpg,imagens\REAL MADRID\c20ca06b.jpg,1276.1,107.4
REAL MADRID,3c34818a.jpg,imagens\REAL MADRID\3c34818a.jpg,2767.3,197.6
REAL MADRID,2233082a.jpg,imagens\REAL MADRID\2233082a.jpg,3865.4,279.3
REAL MADRID,3a4b778a.jpg,imagens\REAL MADRID\3a4b778a.jpg,2444,305.4
REAL MADRID,4555a8d6.jpg,imagens\REAL MADRID\4555a8d6.jpg,2797.1,153
REAL MADRID,af4cd25c.jpg,imagens\REAL MADRID\af4cd25c.jpg,3519.6,187.4
REAL MADRID,cc0fa16d.jpg,imagens\REAL MADRID\cc0fa16d.jpg,2700.1,356.9
REAL MADRID,5d586aa5.jpg,imagens\REAL MADRID\5d586aa5.jpg,3572.4,273.6
REAL MADRID,86e59d87.jpg,imagens\REAL MADRID\86e59d87.jpg,8137.8,373.1
REAL MADRID,ed8d300e.jpg,imagens\REAL MADRID\ed8d300e.jpg,3051.2,279.9
REAL MADRID,bceb8292.jpg,imagens\REAL MADRID\bceb8292.jpg,3340.4,167
REAL MADRID,bc06226c.jpg,imagens\REAL MADRID\bc06226c.jpg,3552.6,187.3
REAL MADRID,e8e86ee5.jpg,imagens\REAL MADRID\e8e86ee5.jpg,4903,237.7
REAL MADRID,1e1c2c4a.jpg,imagens\REAL MADRID\1e1c2c4a.jpg,7621.9,317
REAL MADRID,c93752ff.jpg,imagens\REAL MADRID\c93752ff.jpg,6791.2,328
REAL MADRID,6de6b31b.jpg,imagens\REAL MADRID\6de6b31b.jpg,3534.2,174.5
REAL MADRID,9d018c83.jpg,imagens\REAL MADRID\9d018c83.jpg,3421.3,171.2
REAL MADRID,839275d9.jpg,imagens\REAL MADRID\839275d9.jpg,3462.3,184.3
REAL MADRID,c07a7d7f.jpg,imagens\REAL MADRID\c07a7d7f.jpg,5623.5,147.9
REAL MADRID,5bbe4ac7.jpg,imagens\REAL MADRID\5bbe4ac7.jpg,6175.6,214.6
REAL MADRID,e831d910.jpg,imagens\REAL MADRID\e831d910.jpg,4893.3,247.1
REAL MADRID,539dea67.jpg,imagens\REAL MADRID\539dea67.jpg,2710.4,135.6
REAL MADRID,4778dc67.jpg,imagens\REAL MADRID\4778dc67.jpg,4927.5,269
REAL MADRID,516cc17e.jpg,imagens\REAL MADRID\516cc17e.jpg,7793.5,386.7
REAL MADRID,034b9bf4.jpg,imagens\REAL MADRID\034b9bf4.jpg,5345.5,244.2
REAL MADRID,3a14d8cb.jpg,imagens\REAL MADRID\3a14d8cb.jpg,5464.3,235
REAL MADRID,52d69bfd.jpg,imagens\REAL MADRID\52d69bfd.jpg,5900,177.6
REAL MADRID,fdb30bd0.jpg,imagens\REAL MADRID\fdb30bd0.jpg,4633,213.9
REAL MADRID,aa4c5a0a.jpg,imagens\REAL MADRID\aa4c5a0a.jpg,5448.5,187.4
REAL MADRID,3d103cd9.jpg,imagens\REAL MADRID\3d103cd9.jpg,5881.4,189.1
REAL SOCIEDAD,046cf614.jpg,imagens\REAL SOCIEDAD\046cf614.jpg,297.2,178
REAL SOCIEDAD,6628c73b.jpg,imagens\REAL SOCIEDAD\6628c73b.jpg,365.8,203.8
REMO,d36ba71c.jpg,ERRO,0,0
REMO,d9eb88ca.jpg,ERRO,0,0
REMO,8fa76643.jpg,imagens\REMO\8fa76643.jpg,7671.7,124.6
REMO,cb7cfc37.jpg,imagens\REMO\cb7cfc37.jpg,9049.2,166.6
REMO,d1c2a4af.jpg,imagens\REMO\d1c2a4af.jpg,3399.6,110.5
REMO,4d1f36c5.jpg,imagens\REMO\4d1f36c5.jpg,4904.3,237.8
REMO,d4b2194c.jpg,imagens\REMO\d4b2194c.jpg,5858.3,200.9
REMO,be0c99e6.jpg,imagens\REMO\be0c99e6.jpg,4707.3,162.2
REPÚBLICA TCHECA,31d49954.jpg,imagens\REPÚBLICA TCHECA\31d49954.jpg,4532.8,145.2
REPÚBLICA TCHECA,a4769567.jpg,imagens\REPÚBLICA TCHECA\a4769567.jpg,5519.2,252.5
REPÚBLICA TCHECA,eff53275.jpg,imagens\REPÚBLICA TCHECA\eff53275.jpg,4898.7,163.4
REPÚBLICA TCHECA,3c6f315a.jpg,imagens\REPÚBLICA TCHECA\3c6f315a.jpg,4711.5,163.2
RIVER PLATE,b1879a03.jpg,imagens\RIVER PLATE\b1879a03.jpg,185.8,184.3
RIVER PLATE,3dd29d98.jpg,imagens\RIVER PLATE\3dd29d98.jpg,272.3,277.2
RIVER PLATE,6e94c1b2.jpg,imagens\RIVER PLATE\6e94c1b2.jpg,1903.7,129.1
RIVER PLATE,af2b0187.jpg,imagens\RIVER PLATE\af2b0187.jpg,135.7,118.5
RIVER PLATE,9ebd7900.jpg,imagens\RIVER PLATE\9ebd7900.jpg,307,312.9
RIVER PLATE,e9001b8a.jpg,imagens\RIVER PLATE\e9001b8a.jpg,216.4,180.6
RIVER PLATE,7032accb.jpg,imagens\RIVER PLATE\7032accb.jpg,190.6,209.1
RIVER PLATE,6bcd9abf.jpg,imagens\RIVER PLATE\6bcd9abf.jpg,444.8,152.5
RIVER PLATE,64e65c73.jpg,imagens\RIVER PLATE\64e65c73.jpg,285.1,229.6
RIVER PLATE,18ab3063.jpg,imagens\RIVER PLATE\18ab3063.jpg,131.4,114.4
RIVER PLATE,419ffcf7.jpg,imagens\RIVER PLATE\419ffcf7.jpg,151.7,130.7
RIVER PLATE,878f33c1.jpg,imagens\RIVER PLATE\878f33c1.jpg,206.7,170.1
RIVER PLATE,2e255607.jpg,imagens\RIVER PLATE\2e255607.jpg,196.7,211
RIVER PLATE,d4e3e213.jpg,imagens\RIVER PLATE\d4e3e213.jpg,246.4,196.7
RIVER PLATE,62ab92c4.jpg,imagens\RIVER PLATE\62ab92c4.jpg,2179.8,138.3
RIVER PLATE,f15bbb16.jpg,imagens\RIVER PLATE\f15bbb16.jpg,2061.6,139.4
RIVER PLATE,977e71a0.jpg,imagens\RIVER PLATE\977e71a0.jpg,132.4,116.9
RIVER PLATE,408c0b56.jpg,imagens\RIVER PLATE\408c0b56.jpg,2220.8,148
RIVER PLATE,189d4bf4.jpg,imagens\RIVER PLATE\189d4bf4.jpg,437.5,165.1
RIVER PLATE,142960ae.jpg,imagens\RIVER PLATE\142960ae.jpg,154.3,157.7
RIVER PLATE,1974eaf3.jpg,imagens\RIVER PLATE\1974eaf3.jpg,3697.5,143.3
RIVER PLATE,df9fa88e.jpg,imagens\RIVER PLATE\df9fa88e.jpg,4036.3,126.6
RIVER PLATE,2d134f41.jpg,imagens\RIVER PLATE\2d134f41.jpg,6195.1,213.3
RIVER PLATE,f0ae6cb0.jpg,imagens\RIVER PLATE\f0ae6cb0.jpg,3530.3,122.6
RIVER PLATE,b9496490.jpg,imagens\RIVER PLATE\b9496490.jpg,5001.6,164.2
RIVER PLATE,aa074cb6.jpg,imagens\RIVER PLATE\aa074cb6.jpg,5702.6,191.6
RIVER PLATE,ff2e0ba7.jpg,imagens\RIVER PLATE\ff2e0ba7.jpg,5874.7,182.2
RIVER PLATE,47c00e1f.jpg,imagens\RIVER PLATE\47c00e1f.jpg,6379.5,178.9
RIVER PLATE,04a4830f.jpg,imagens\RIVER PLATE\04a4830f.jpg,3826.2,144.6
ROMA,220d6c0a.jpg,ERRO,0,0
ROMA,13cb59d7.jpg,ERRO,0,0
ROMA,a2de800b.jpg,imagens\ROMA\a2de800b.jpg,275.8,279.1
ROMA,f0639dfc.jpg,imagens\ROMA\f0639dfc.jpg,216.1,112.3
ROMA,df49f49f.jpg,imagens\ROMA\df49f49f.jpg,370.5,223.9
ROMA,c786a463.jpg,imagens\ROMA\c786a463.jpg,260.8,211.6
ROMA,fa7bb3b7.jpg,imagens\ROMA\fa7bb3b7.jpg,143.6,142.4
ROMA,2d207d90.jpg,imagens\ROMA\2d207d90.jpg,300.1,237.4
ROMA,0cec65cc.jpg,ERRO,0,0
ROMA,31b4be6b.jpg,imagens\ROMA\31b4be6b.jpg,296.7,169.7
ROMA,1c4b9ade.jpg,imagens\ROMA\1c4b9ade.jpg,274.4,147.1
ROMA,a3fcde49.jpg,imagens\ROMA\a3fcde49.jpg,215.3,104.1
ROMA,c9e13748.jpg,ERRO,0,0
ROMA,aa8f5b15.jpg,imagens\ROMA\aa8f5b15.jpg,155.5,119.5
ROMA,0f633e4e.jpg,imagens\ROMA\0f633e4e.jpg,200.1,99.4
ROMA,8a625b01.jpg,imagens\ROMA\8a625b01.jpg,704.4,264.7
ROMA,47e0cf15.jpg,imagens\ROMA\47e0cf15.jpg,259,263.5
ROMA,fbd42115.jpg,imagens\ROMA\fbd42115.jpg,168.4,125.9
ROMA,5c18badb.jpg,imagens\ROMA\5c18badb.jpg,4448.3,182.3
ROMA,ba6b6bd6.jpg,imagens\ROMA\ba6b6bd6.jpg,3497.3,122.4
ROMA,8c68d68d.jpg,imagens\ROMA\8c68d68d.jpg,1607.3,236.6
ROMA,c256bf28.jpg,imagens\ROMA\c256bf28.jpg,4211.3,154.6
ROSÁRIO CENTRAL,97228ebd.jpg,imagens\ROSÁRIO CENTRAL\97228ebd.jpg,714.4,304.1
ROSÁRIO CENTRAL,cc4bf9df.jpg,imagens\ROSÁRIO CENTRAL\cc4bf9df.jpg,673.7,300.9
SAINT-ÉTTIENE,43428cf4.jpg,ERRO,0,0
SAINT-ÉTTIENE,0caffb3b.jpg,ERRO,0,0
SAINT-ÉTTIENE,5cce2b39.jpg,imagens\SAINT-ÉTTIENE\5cce2b39.jpg,654.8,292.6
SAINT-ÉTTIENE,c6855f1c.jpg,ERRO,0,0
SAINT-ÉTTIENE,d653ade1.jpg,imagens\SAINT-ÉTTIENE\d653ade1.jpg,642.5,290.5
SAMPDORIA,55dc66ae.jpg,imagens\SAMPDORIA\55dc66ae.jpg,497.3,310.5
SAMPDORIA,d3f63411.jpg,imagens\SAMPDORIA\d3f63411.jpg,875.5,331.9
SAMPDORIA,20d71525.jpg,imagens\SAMPDORIA\20d71525.jpg,640,246.2
SAMPDORIA,4a8953df.jpg,imagens\SAMPDORIA\4a8953df.jpg,744.9,287.6
SAN LORENZO,3a746df5.jpg,imagens\SAN LORENZO\3a746df5.jpg,552,249.2
SAN LORENZO,2e432da4.jpg,imagens\SAN LORENZO\2e432da4.jpg,617.6,271.4
SAN LORENZO,8ba39d6b.jpg,imagens\SAN LORENZO\8ba39d6b.jpg,585.6,253.1
SAN LORENZO,0cd34862.jpg,imagens\SAN LORENZO\0cd34862.jpg,611.8,270.9
SAN LORENZO,de098208.jpg,imagens\SAN LORENZO\de098208.jpg,354.6,219.8
SAN LORENZO,6b6c3629.jpg,imagens\SAN LORENZO\6b6c3629.jpg,396.8,228.5
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.12 (2).jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.12 (2).jpg,137.7,95.3
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.14 (2).jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.14 (2).jpg,403,188.1
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.12.jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.12.jpg,120.5,84.2
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.17.jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.17.jpg,101.4,71.5
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.14 (3).jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.14 (3).jpg,188.5,96.3
Santa Cruz,WhatsApp Image 2023-04-13 at 10.00.57.jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 10.00.57.jpg,177.5,88.1
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.15.jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.15.jpg,449.7,195.8
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.14 (1).jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.14 (1).jpg,500.5,244.6
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.15 (1).jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.15 (1).jpg,340.7,156.7
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.12 (1).jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.12 (1).jpg,144.6,97.4
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.14 (4).jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.14 (4).jpg,352,164.3
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.11.jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.11.jpg,310.3,200.2
Santa Cruz,WhatsApp Image 2023-04-13 at 09.15.14.jpg,imagens\Santa Cruz\WhatsApp Image 2023-04-13 at 09.15.14.jpg,473.2,235.5
SANTOS,2d62d315.jpg,imagens\SANTOS\2d62d315.jpg,122.3,105.9
SANTOS,fdd74902.jpg,imagens\SANTOS\fdd74902.jpg,2598.7,158.3
SANTOS,c260eb5f.jpg,imagens\SANTOS\c260eb5f.jpg,2126.9,129.1
SANTOS,51678f06.jpg,imagens\SANTOS\51678f06.jpg,113.3,100.4
SANTOS,bf41ba94.jpg,imagens\SANTOS\bf41ba94.jpg,305.8,227.7
SANTOS,e0318009.jpg,imagens\SANTOS\e0318009.jpg,2071.7,130.8
SANTOS,35c81292.jpg,imagens\SANTOS\35c81292.jpg,170.5,144.9
SANTOS,bb80a4ac.jpg,imagens\SANTOS\bb80a4ac.jpg,2856.9,104.5
SANTOS,e20a85d3.jpg,imagens\SANTOS\e20a85d3.jpg,112,107.2
SANTOS,04fa3a9e.jpg,imagens\SANTOS\04fa3a9e.jpg,411.3,211.8
SANTOS,383b7fca.jpg,imagens\SANTOS\383b7fca.jpg,3857.1,127.1
SANTOS,b63cd8e5.jpg,imagens\SANTOS\b63cd8e5.jpg,232.1,188
SANTOS,cdf2a312.jpg,imagens\SANTOS\cdf2a312.jpg,132.5,116.2
SANTOS,fd314e20.jpg,imagens\SANTOS\fd314e20.jpg,142.9,123.6
SANTOS,fd23a581.jpg,imagens\SANTOS\fd23a581.jpg,9280.7,147.6
SANTOS,acb4dcbf.jpg,imagens\SANTOS\acb4dcbf.jpg,2358.2,139.4
SANTOS,54437e1d.jpg,imagens\SANTOS\54437e1d.jpg,143.2,132
SANTOS,f700bbdd.jpg,imagens\SANTOS\f700bbdd.jpg,2122.1,127.5
SANTOS,16d3032e.jpg,imagens\SANTOS\16d3032e.jpg,9831.8,153.4
SANTOS,a2b16742.jpg,imagens\SANTOS\a2b16742.jpg,3478,115.6
SANTOS,461a89a2.jpg,imagens\SANTOS\461a89a2.jpg,1742.9,142.5
SANTOS,fb6db005.jpg,imagens\SANTOS\fb6db005.jpg,8433.4,133.4
